Date,3-Month,5-Year,10-Year,30-Year
2014-08-27,0.02500000037252903,1.6380000114440918,2.3610000610351562,3.1089999675750732
2014-08-28,0.02199999988079071,1.63100004196167,2.3340001106262207,3.072000026702881
2014-08-29,0.017999999225139618,1.628000020980835,2.3429999351501465,3.0799999237060547
2014-09-02,0.019999999552965164,1.6859999895095825,2.4189999103546143,3.1740000247955322
2014-09-03,0.019999999552965164,1.6890000104904175,2.4100000858306885,3.1559998989105225
2014-09-04,0.019999999552965164,1.7139999866485596,2.447999954223633,3.2049999237060547
2014-09-05,0.019999999552965164,1.6890000104904175,2.4609999656677246,3.236999988555908
2014-09-08,0.019999999552965164,1.7139999866485596,2.4690001010894775,3.2230000495910645
2014-09-09,0.014999999664723873,1.7599999904632568,2.5,3.2330000400543213
2014-09-10,0.014999999664723873,1.781999945640564,2.5339999198913574,3.2690000534057617
2014-09-11,0.009999999776482582,1.7799999713897705,2.5309998989105225,3.253999948501587
2014-09-12,0.009999999776482582,1.819000005722046,2.614000082015991,3.3510000705718994
2014-09-15,0.009999999776482582,1.7949999570846558,2.5910000801086426,3.3410000801086426
2014-09-16,0.014999999664723873,1.7740000486373901,2.5889999866485596,3.3540000915527344
2014-09-17,0.013000000268220901,1.8040000200271606,2.5999999046325684,3.364000082015991
2014-09-18,0.009999999776482582,1.840999960899353,2.628999948501587,3.3589999675750732
2014-09-19,0.007000000216066837,1.819000005722046,2.5869998931884766,3.2990000247955322
2014-09-22,0.003000000026077032,1.7860000133514404,2.565999984741211,3.2890000343322754
2014-09-23,0.007000000216066837,1.7610000371932983,2.5350000858306885,3.252000093460083
2014-09-24,0.007000000216066837,1.8009999990463257,2.569000005722046,3.2829999923706055
2014-09-25,0.004999999888241291,1.7630000114440918,2.510999917984009,3.2200000286102295
2014-09-26,0.004999999888241291,1.8020000457763672,2.5350000858306885,3.2160000801086426
2014-09-29,0.004999999888241291,1.7730000019073486,2.490999937057495,3.180000066757202
2014-09-30,0.013000000268220901,1.7799999713897705,2.507999897003174,3.2119998931884766
2014-10-01,0.013000000268220901,1.6829999685287476,2.4030001163482666,3.11299991607666
2014-10-02,0.009999999776482582,1.6990000009536743,2.437999963760376,3.1530001163482666
2014-10-03,0.009999999776482582,1.7369999885559082,2.447000026702881,3.134000062942505
2014-10-06,0.009999999776482582,1.6920000314712524,2.424999952316284,3.128000020980835
2014-10-07,0.009999999776482582,1.6369999647140503,2.3499999046325684,3.055999994277954
2014-10-08,0.004999999888241291,1.5729999542236328,2.3299999237060547,3.062000036239624
2014-10-09,0.004999999888241291,1.5700000524520874,2.3269999027252197,3.062000036239624
2014-10-10,0.004999999888241291,1.559000015258789,2.306999921798706,3.0350000858306885
2014-10-13,0.004999999888241291,1.5369999408721924,2.2860000133514404,3.0139999389648438
2014-10-14,0.004999999888241291,1.4520000219345093,2.2060000896453857,2.9570000171661377
2014-10-15,0.009999999776482582,1.3109999895095825,2.0899999141693115,2.875999927520752
2014-10-16,0.019999999552965164,1.371999979019165,2.1530001163482666,2.936000108718872
2014-10-17,0.02199999988079071,1.4199999570846558,2.1989998817443848,2.9679999351501465
2014-10-20,0.019999999552965164,1.3949999809265137,2.180999994277954,2.9590001106262207
2014-10-21,0.017999999225139618,1.409999966621399,2.2079999446868896,2.9839999675750732
2014-10-22,0.014999999664723873,1.440999984741211,2.2290000915527344,3.0
2014-10-23,0.014999999664723873,1.49399995803833,2.2750000953674316,3.0460000038146973
2014-10-24,0.004999999888241291,1.496999979019165,2.2730000019073486,3.049999952316284
2014-10-27,0.004999999888241291,1.4839999675750732,2.256999969482422,3.0339999198913574
2014-10-28,0.014999999664723873,1.5019999742507935,2.2839999198913574,3.056999921798706
2014-10-29,0.014999999664723873,1.597000002861023,2.322999954223633,3.0480000972747803
2014-10-30,0.003000000026077032,1.5800000429153442,2.305000066757202,3.0360000133514404
2014-10-31,0.003000000026077032,1.6130000352859497,2.3350000381469727,3.059999942779541
2014-11-03,0.003000000026077032,1.6339999437332153,2.3480000495910645,3.065999984741211
2014-11-04,0.02199999988079071,1.6339999437332153,2.3420000076293945,3.052999973297119
2014-11-05,0.019999999552965164,1.6339999437332153,2.3499999046325684,3.065000057220459
2014-11-06,0.017999999225139618,1.659000039100647,2.375,3.0929999351501465
2014-11-07,0.017999999225139618,1.593000054359436,2.312000036239624,3.0460000038146973
2014-11-10,0.014999999664723873,1.6410000324249268,2.3589999675750732,3.0880000591278076
2014-11-11,0.014999999664723873,1.6399999856948853,2.359999895095825,3.0920000076293945
2014-11-12,0.013000000268220901,1.6399999856948853,2.3589999675750732,3.0799999237060547
2014-11-13,0.004999999888241291,1.6230000257492065,2.3469998836517334,3.0759999752044678
2014-11-14,0.003000000026077032,1.6039999723434448,2.319999933242798,3.0420000553131104
2014-11-17,0.009999999776482582,1.6269999742507935,2.3399999141693115,3.059000015258789
2014-11-18,0.014999999664723873,1.6089999675750732,2.322000026702881,3.0429999828338623
2014-11-19,0.014999999664723873,1.6390000581741333,2.3510000705718994,3.066999912261963
2014-11-20,0.014999999664723873,1.6239999532699585,2.3350000381469727,3.052999973297119
2014-11-21,0.003000000026077032,1.6109999418258667,2.315000057220459,3.0209999084472656
2014-11-24,0.004999999888241291,1.6030000448226929,2.309999942779541,3.0190000534057617
2014-11-25,0.017999999225139618,1.5679999589920044,2.259999990463257,2.9660000801086426
2014-11-26,0.009999999776482582,1.5520000457763672,2.2339999675750732,2.940000057220459
2014-11-28,0.004999999888241291,1.5110000371932983,2.194000005722046,2.9100000858306885
2014-12-01,0.007000000216066837,1.5210000276565552,2.2179999351501465,2.946000099182129
2014-12-02,0.014999999664723873,1.590000033378601,2.2850000858306885,3.003999948501587
2014-12-03,0.004999999888241291,1.6080000400543213,2.2869999408721924,2.993000030517578
2014-12-04,0.013000000268220901,1.5870000123977661,2.256999969482422,2.9579999446868896
2014-12-05,0.009999999776482582,1.6820000410079956,2.306999921798706,2.9639999866485596
2014-12-08,0.004999999888241291,1.6640000343322754,2.256999969482422,2.9010000228881836
2014-12-09,0.02800000086426735,1.6260000467300415,2.2200000286102295,2.875
2014-12-10,0.02500000037252903,1.569000005722046,2.1689999103546143,2.8350000381469727
2014-12-11,0.02199999988079071,1.6030000448226929,2.177999973297119,2.825000047683716
2014-12-12,0.014999999664723873,1.5299999713897705,2.1029999256134033,2.75600004196167
2014-12-15,0.009999999776482582,1.5770000219345093,2.115999937057495,2.744999885559082
2014-12-16,0.029999999329447746,1.5260000228881836,2.071000099182129,2.7019999027252197
2014-12-17,0.019999999552965164,1.6119999885559082,2.1480000019073486,2.752000093460083
